0,squid Colossal squid an large extremely waters the Ocean Southern deep 
3,terms New added dictionary Merriam-Webster entries 1,700 ADDED photobomb SOME Tuesday new version their pictured not WTF clickbait TO squid MERRIAM-WEBSTER WORDS THE unabridged noun UNABRIDGED ONLINE DICTIONARY Colossal squid an hamiltoni Mesonychoteuthis occurring waters deeper 1,700 NEW large extremely Ocean Southern living that is the known largest invertebrate 
