the,exo,carrier,popular,also,all-new,episode,four,called,dlc,another,atlas,trapped,multiplayer,new,not,saga,chapter,

performers,him,add,level,huge,games,glen,schofield,this,able,takes,campbell,bruce,already,great,sledgehammer,head,studio,co-founder,new,
the,zombies,saga,another,aircraft,are,heroes,episode,already,great,roster,sledgehammer,head,studio,co-founder,exo,fan-favourite,next,joins,campbell,
new,continuation,only,which,roster,multiplayer,four,not,zombies,saga,
