last,mike,got,twins,lone,killing,right,hanley,
rbis,extra-base,dunked,turned,who,rally,cleanup-hitting,ramirez,
rbi,six,this,two-out,shallow,double,napoli,first,opposite-field,baseman,left,may,one,has,
hits,his,month,leadoff,brian,center,when-you,hot,around,fielder,when,out,
the,field,back-to-back,which,single,double,mike,ortiz,eduardo,hot-you,escobar,second,inning,sox,rbi,
