the,sandoval,load,had,only,inning,left-on-left,perkins,summoned,walk,two,betts,dustin,pedroia,top-of-the-order,night,
ortiz,the,him,they,eighth,glen,closer,reached,weekend,pedroia,nudging,unlike,minnesota,rain-delayed,slumping,slugger,switch-hitting,sandoval,again,lineup,
his,ramirez,ready,hit,spot,infield,mookie,xander,maneuvering,spots,pablo,tuesday,game,lineup,the,
the,single,middle,sox,twins,bases,lefthanded,closer,after,reached,last,betts,bogaerts,not,david,
glen,perkins,went,for,although,closer,infield,singled,pedroia,here,
