world,aiib,china-backed,has,holdings,now,infrastructure,bernanke,
road,more,opportunity,create,bank,
the,bank,taiwan,chairperson,better,now,would,infrastructure,bernanke,
useful,more,projects,asian,recovery,financial,policy,adding,opportunity,investment,
united,states,helped,lee,would,investment,create,
