various,playoff,this,run,huge,both,have,three,final,iman,tristan,playing,guard,shumpert,evening,dunking,thompson,
the,roles,entering,crowd,guard,guys,
j.r,year,picks,quarters,smith,moments,turns,while,most,new,
points,rebounds,the,cavs,had,thompson,bench,seven,timofey,mozgov,first-quarter,giggles,drawing,tuesday,buzzer,footer,overall,rebuild,center,finished,
the,were,first,smiles,fourth,league,took,floor,handed,family,joined,thompson,
