baltimore,orioles,control,right,shortstop,hardy,j.j,semansky,patrick,the,baseball,may,seventh,evan,inning,safely,houston,astros,gattis,doubles,
j.j,hardy,plate,altuve,drawn-in,one,nabbed,then,back,spasms,monday,being,pulled,action,shortstop,game,the,

home,nab,flash,leather,score,preston,ball,game,orioles,hou@bal,tuesday,close,david,lough,relay,left,tie,tucker,defense,kept,
trying,double,luis,rips,
