
1.txt,3.0924658231575313,2.9646889793028217,2.8369121354481117,2.7091352915934035,2.581358447738694,2.4535816038839844,2.325804760029275,2.1980279161745653,2.0702510723198566,
2.txt,2.552301996625973,2.3453878820362677,2.1384737674465626,1.9315596528568573,1.7246455382671522,1.5177314236774468,1.3108173090877417,1.1039031944980366,0.8969890799083313,
3.txt,2.3760301825324794,2.303826066561331,2.2316219505901826,2.1594178346190342,2.0872137186478863,2.015009602676738,1.9428054867055895,1.8706013707344415,1.798397254763293,
4.txt,3.2238961754432776,2.9454676760797107,2.667039176716143,2.3886106773525757,2.110182177989009,1.831753678625442,1.5533251792618747,1.274896679898308,0.996468180534741,
6.txt,1.925364024719924,1.85434612713741,1.7833282295548956,1.7123103319723811,1.6412924343898672,1.570274536807353,1.4992566392248388,1.4282387416423248,1.3572208440598104,
7.txt,3.2972604305649234,3.0872350016880516,2.8772095728111795,2.6671841439343082,2.457158715057437,2.2471332861805653,2.037107857303693,1.827082428426822,1.6170569995499502,
8.txt,4.671546753598081,4.265512078504935,3.859477403411789,3.4534427283186435,3.0474080532254972,2.641373378132352,2.2353387030392056,1.8293040279460597,1.423269352852914,
9.txt,2.6314132211589194,2.4955771137444542,2.3597410063299886,2.223904898915524,2.088068791501059,1.9522326840865938,1.8163965766721284,1.6805604692576634,1.5447243618431985,
11.txt,3.2256264781174906,3.0187887608434103,2.81195104356933,2.605113326295249,2.3982756090211685,2.1914378917470883,1.984600174473008,1.7777624571989277,1.5709247399248472,
12.txt,4.268058021663624,4.073784561718092,3.879511101772561,3.6852376418270305,3.490964181881499,3.2966907219359682,3.1024172619904373,2.9081438020449064,2.713870342099375,
13.txt,2.3341496094185596,2.1545818396132947,1.9750140698080292,1.7954463000027643,1.6158785301974992,1.4363107603922343,1.256742990586969,1.077175220781704,0.8976074509764389,
15.txt,4.109362401607769,3.763839382765871,3.4183163639239726,3.072793345082074,2.727270326240175,2.3817473073982773,2.036224288556379,1.6907012697144805,1.345178250872582,
16.txt,4.5010220830263545,4.207256299140507,3.9134905152546584,3.6197247313688115,3.3259589474829645,3.0321931635971175,2.73842737971127,2.444661595825423,2.150895811939576,
17.txt,1.5418747604165945,1.4670041960559925,1.39213363169539,1.3172630673347876,1.2423925029741854,1.167521938613583,1.0926513742529806,1.0177808098923784,0.9429102455317762,
18.txt,5.269077787511878,5.093880964193454,4.918684140875032,4.7434873175566095,4.568290494238187,4.393093670919764,4.217896847601341,4.042700024282919,3.8675032009644945,
20.txt,3.847679238709821,3.949963042852899,4.052246846995975,4.154530651139051,4.256814455282126,4.3590982594252035,4.46138206356828,4.563665867711356,4.665949671854432,
21.txt,2.1122959207696512,1.9573785608142649,1.8024612008588783,1.647543840903492,1.4926264809481053,1.3377091209927192,1.1827917610373329,1.0278744010819465,0.8729570411265601,
22.txt,2.6487328276576254,2.8717524425135945,3.0947720573695623,3.3177916722255314,3.5408112870814996,3.7638309019374683,3.9868505167934374,4.209870131649406,4.432889746505375,
