1.txt,4.68210733,5.27910212,5.876096909,6.473091699,7.070086489,7.667081279,8.264076069,8.861070859,9.458065648
4.txt,5.309940163,5.684408567,6.058876971,6.433345375,6.807813779,7.182282183,7.556750587,7.931218991,8.305687394
6.txt,3.705672715,4.282930221,4.860187727,5.437445233,6.01470274,6.591960246,7.169217752,7.746475258,8.323732765
8.txt,4.605666367,5.046030055,5.486393742,5.92675743,6.367121118,6.807484806,7.247848494,7.688212181,8.128575869
9.txt,5.152920757,5.525357791,5.897794826,6.27023186,6.642668895,7.015105929,7.387542964,7.759979998,8.132417033
10.txt,4.532924276,5.039214826,5.545505376,6.051795927,6.558086477,7.064377027,7.570667577,8.076958127,8.583248678
12.txt,3.435852659,3.958671502,4.481490345,5.004309187,5.52712803,6.049946873,6.572765716,7.095584559,7.618403401
14.txt,3.93838725,4.676816336,5.415245422,6.153674508,6.892103594,7.63053268,8.368961765,9.107390851,9.845819937
15.txt,6.01206355,6.340669617,6.669275684,6.997881751,7.326487818,7.655093885,7.983699951,8.312306018,8.640912085
16.txt,4.592330005,5.249602397,5.906874789,6.564147181,7.221419572,7.878691964,8.535964356,9.193236748,9.85050914
17.txt,7.248176787,7.750851652,8.253526518,8.756201383,9.258876249,9.761551114,10.26422598,10.76690084,11.26957571
20.txt,3.860942738,4.343089888,4.825237038,5.307384189,5.789531339,6.271678489,6.753825639,7.23597279,7.71811994
