the,mack,jimmy,james,who,went,jersey,new,turnpike,comedian,job,roper,returning,mcnair,last,life,year-old,accident,was,
james,mcnair,name,was,the,tractor-trailer,speeding,injured,strength,jimmy,wal-mart,june,critical,rock,
mcnair,the,stage,seriously,killing,back,truck,
the,was,uncle,driver,time,colleague,limousine,when,slammed,condition,month,that,rock,
crash,close,morgan,report,his,tragic,comedian,says,hours,had,pal,been,mentor,travelling,june,that,took,six-car,was,
