re_code,media,nbcuniversal,minority,swisher,mossberg,funding,stake,months,ago,was,majority,ownership,when,vox,shares,its,interest,transaction,
grew,journal,allthingsd,following,conference,ownership,minority,familiar,nbcuniversal,
sharing,started,january,windsor,months,ago,majority,when,re_code,transaction,source,corp,
corp,employees,street,wall,they,built,leaving,windsor,was,shares,its,interest,source,
the,corp,full-time,had,where,stake,mossberg,vox,familiar,
