the,corp,street,built,leaving,minority,re_code,its,transaction,source,
media,corp,nbcuniversal,stake,windsor,ago,was,majority,swisher,minority,interest,funding,allthingsd,following,sharing,ownership,mossberg,when,vox,shares,
months,employees,sharing,ownership,mossberg,when,minority,re_code,the,
wall,journal,had,they,conference,started,where,january,mossberg,re_code,
re_code,full-time,grew,vox,shares,familiar,nbcuniversal,
