corp,nbcuniversal,re_code,funding,sharing,windsor,was,majority,swisher,familiar,
minority,months,ago,was,majority,its,the,source,media,shares,descriptor,exchange,
vox,re_code,interest,stake,windsor,the,source,nbcuniversal,comcast,
media,shares,full-time,grew,ago,its,transaction,familiar,nbcuniversal,re_code,
ownership,mossberg,when,employees,sharing,months,swisher,minority,transaction,nbcuniversal,stake,
