was,swisher,mossberg,employees,they,conference,stake,windsor,majority,ownership,when,minority,its,corp,nbcuniversal,
journal,where,january,interest,
re_code,nbcuniversal,sharing,months,ago,full-time,grew,street,wall,following,had,started,built,stake,when,minority,its,transaction,
the,familiar,allthingsd,leaving,minority,vox,media,shares,interest,transaction,source,
corp,media,funding,windsor,majority,ownership,mossberg,minority,vox,shares,re_code,source,nbcuniversal,
