the,site,vox,news,verge,bankoff,kara,swisher,walt,sales,teams,independent,marketing,advantage,two,gaming,nation,technology,polygon,sports,
vox,media,site,may,updated,media-re_code,re_code,ceo,explained,the,deal,jim,
they,what,more,its,vox,journalism,doing,business,running,well,can,them,where,environment,being,was,important,that,publishing,raise,
was,stay,money,influence,expand,acquired,deal,
nilay,will,both,sides,means,happening,out,note,mossberg,media,ceo,
