3,greeted champions The were by about people 100,000 Alamodome the National Basketball about 75,000 parade the downtown Wednesday river walk 
4,celebrate championship team the to National Basketball Association 
5,greeted champions The were by about people 100,000 Alamodome the National Basketball about 75,000 parade the downtown Wednesday river walk 
