question,wible,next,your,david,just,yeah,repeat,janney,andrew,
the,penetration,then,two-thirds,been,based,they,ono,you,was,where,were,could,hoping,
topeka,miller,getting,general,tivo,deployed,their,base,disclosed,numbers,ono,capital,
subs,markets,operator,retail,coming,that,are,capital,
the,rates,vmed,separate,pool,naveen,have,that,are,tom,you,
