1.176177871,1.066287342,0.956396812,0.846506282,0.736615753,0.626725223,0.516834693,0.406944164,0.297053634
3.750886949,3.505004709,3.259122469,3.013240228,2.767357988,2.521475747,2.275593507,2.029711267,1.783829026
4.46440532,4.038197094,3.611988869,3.185780644,2.759572419,2.333364194,1.907155968,1.480947743,1.054739518
4.446778833,3.971296607,3.49581438,3.020332154,2.544849927,2.069367701,1.593885475,1.118403248,0.642921022
0.712199111,0.633065877,0.553932642,0.474799407,0.395666173,0.316532938,0.237399704,0.158266469,0.079133235
2.801155857,2.510193049,2.21923024,1.928267432,1.637304623,1.346341815,1.055379006,0.764416198,0.473453389
3.359957784,3.005233452,2.65050912,2.295784788,1.941060456,1.586336123,1.231611791,0.876887459,0.522163127
3.744391398,3.34695222,2.949513042,2.552073864,2.154634686,1.757195508,1.35975633,0.962317151,0.564877973
3.630448733,3.245669851,2.860890969,2.476112087,2.091333205,1.706554323,1.321775441,0.936996559,0.552217677
9.633401499,8.705425128,7.777448758,6.849472387,5.921496016,4.993519645,4.065543275,3.137566904,2.209590533
9.355523851,8.603690353,7.851856854,7.100023356,6.348189857,5.596356359,4.84452286,4.092689362,3.340855863
3.757601771,3.399416618,3.041231465,2.683046312,2.324861159,1.966676006,1.608490853,1.2503057,0.892120547
4.500511713,4.112931392,3.725351071,3.33777075,2.950190429,2.562610108,2.175029787,1.787449466,1.399869145
4.60362,4.131784113,3.659948225,3.188112338,2.716276451,2.244440564,1.772604677,1.30076879,0.828932903
4.721463946,4.341635609,3.961807272,3.581978935,3.202150598,2.82232226,2.442493923,2.062665586,1.682837249
,,,,,,,,
4.68210733,5.27910212,5.876096909,6.473091699,7.070086489,7.667081279,8.264076069,8.861070859,9.458065648
5.309940163,5.684408567,6.058876971,6.433345375,6.807813779,7.182282183,7.556750587,7.931218991,8.305687394
3.705672715,4.282930221,4.860187727,5.437445233,6.01470274,6.591960246,7.169217752,7.746475258,8.323732765
4.605666367,5.046030055,5.486393742,5.92675743,6.367121118,6.807484806,7.247848494,7.688212181,8.128575869
5.152920757,5.525357791,5.897794826,6.27023186,6.642668895,7.015105929,7.387542964,7.759979998,8.132417033
4.532924276,5.039214826,5.545505376,6.051795927,6.558086477,7.064377027,7.570667577,8.076958127,8.583248678
3.435852659,3.958671502,4.481490345,5.004309187,5.52712803,6.049946873,6.572765716,7.095584559,7.618403401
3.93838725,4.676816336,5.415245422,6.153674508,6.892103594,7.63053268,8.368961765,9.107390851,9.845819937
6.01206355,6.340669617,6.669275684,6.997881751,7.326487818,7.655093885,7.983699951,8.312306018,8.640912085
4.592330005,5.249602397,5.906874789,6.564147181,7.221419572,7.878691964,8.535964356,9.193236748,9.85050914
7.248176787,7.750851652,8.253526518,8.756201383,9.258876249,9.761551114,10.26422598,10.76690084,11.26957571
3.860942738,4.343089888,4.825237038,5.307384189,5.789531339,6.271678489,6.753825639,7.23597279,7.71811994
,,,,,,,,
4.487528915,4.313978113,4.140427311,3.966876509,3.793325708,3.619774906,3.446224104,3.272673302,3.0991225
4.191204771,4.266332548,4.341460324,4.4165881,4.491715877,4.566843653,4.64197143,4.717099206,4.792226982
4.297395972,3.990616372,3.683836773,3.377057173,3.070277574,2.763497974,2.456718375,2.149938775,1.843159176
5.535183027,5.661494307,5.787805587,5.914116866,6.040428146,6.166739426,6.293050706,6.419361986,6.545673266
6.701415739,6.505490941,6.309566143,6.113641345,5.917716548,5.72179175,5.525866952,5.329942154,5.134017356
4.053100554,3.708923923,3.364747291,3.02057066,2.676394028,2.332217397,1.988040765,1.643864134,1.299687502
5.077271312,4.654492136,4.23171296,3.808933784,3.386154608,2.963375432,2.540596256,2.11781708,1.695037904
5.523647116,5.125206534,4.726765952,4.328325369,3.929884787,3.531444205,3.133003622,2.73456304,2.336122457
5.11831727,4.622060609,4.125803949,3.629547288,3.133290627,2.637033967,2.140777306,1.644520645,1.148263985
5.212117291,5.240928623,5.269739954,5.298551285,5.327362616,5.356173948,5.384985279,5.41379661,5.442607942
4.259573509,3.911341687,3.563109865,3.214878044,2.866646222,2.5184144,2.170182578,1.821950756,1.473718934
2.74662722,3.051484408,3.356341597,3.661198786,3.966055975,4.270913164,4.575770352,4.880627541,5.18548473
6.182716028,5.715426198,5.248136367,4.780846537,4.313556707,3.846266876,3.378977046,2.911687215,2.444397385
3.224200506,2.938401263,2.652602021,2.366802778,2.081003536,1.795204294,1.509405051,1.223605809,0.937806566
4.557212959,4.363389188,4.169565417,3.975741646,3.781917876,3.588094105,3.394270334,3.200446563,3.006622792
4.518545223,4.169593985,3.820642747,3.47169151,3.122740272,2.773789034,2.424837796,2.075886559,1.726935321
4.138257778,3.750896617,3.363535455,2.976174294,2.588813132,2.20145197,1.814090809,1.426729647,1.039368486
