[0.txt],view,,polarity,,detail
1.txt,25.0,,14.04428807649402,,-3.6544417350188136
3.txt,115.5,,35.89742091865046,,1.0077393362462337
4.txt,176.8,,49.02946173203415,,3.5805380405742366
8.txt,14.400000000000002,,9.60972270989178,,-5.99255361162785
10.txt,10.0,,9.329901419911359,,-3.4964052897239273
11.txt,94.5,,19.264051038031706,,1.408588044449641
13.txt,83.7,,16.580291123418238,,-0.2864089379876766
16.txt,56.0,,10.282313402491328,,-3.043215851453696
17.txt,72.89999999999999,,43.53830953839234,,1.1347334421665782
18.txt,32.0,,29.05451634268885,,4.987086025181545
19.txt,231.70000000000002,,28.533998545890643,,-2.820650405363546

[0.txt],view,,polarity,,detail
1.txt,25.0,,14.04428807649402,,-3.6544417350188136
3.txt,115.5,,35.89742091865046,,1.0077393362462337
4.txt,176.8,,49.02946173203415,,3.5805380405742366
8.txt,14.400000000000002,,9.60972270989178,,-5.99255361162785
10.txt,10.0,,9.329901419911359,,-3.4964052897239273
11.txt,94.5,,19.264051038031706,,1.408588044449641
13.txt,83.7,,16.580291123418238,,-0.2864089379876766
16.txt,56.0,,10.282313402491328,,-3.043215851453696
17.txt,72.89999999999999,,43.53830953839234,,1.1347334421665782
18.txt,32.0,,29.05451634268885,,4.987086025181545
19.txt,231.70000000000002,,28.533998545890643,,-2.820650405363546

[18.txt],view,,polarity,,detail
1.txt,25.0,,21.156708789669977,,-5.387338174282068
3.txt,116.6,,42.22152325691721,,4.68553168165649
4.txt,180.0,,31.972716908954304,,2.327813117225788
8.txt,15.600000000000001,,9.322043982523049,,-6.766977943991264
10.txt,10.5,,14.547334354589998,,-5.3366794274761755
11.txt,96.3,,21.56045899169974,,0.25643708627187584
13.txt,84.60000000000001,,27.09378507197589,,-1.7449977620588724
16.txt,56.0,,22.916904893690823,,-3.831636983209717
17.txt,74.7,,46.67595601496495,,-0.28068574324203716
0.txt,36.300000000000004,,21.130557340137344,,-2.0569568603907076
19.txt,231.0,,42.76937943389092,,-4.034758510978504

[18.txt],view,,polarity,,detail
1.txt,25.0,,17.600498433082,,-4.520889954650441
3.txt,116.05,,39.05947208778383,,2.8466355089513615
4.txt,178.4,,40.50108932049423,,2.9541755789000126
8.txt,15.000000000000002,,9.465883346207415,,-6.379765777809556
10.txt,10.25,,11.938617887250679,,-4.416542358600052
11.txt,95.4,,20.41225501486572,,0.8325125653607585
13.txt,84.15,,21.837038097697064,,-1.0157033500232744
