0,face star The could years 10 goes if Mortdecai prison fine a case the court to hearing a maximum dol 263,296 committee Canberra Tuesday dol 340,000 dollars Australian 
2,discussed to report the case the was hearing a recent committee clarified which it was face that not putting them actor the could time prison companions his jet his required as quarantine days 10 arrival fine a canine private law Australian maximum dol 340,000 smuggling 
5,face pilot Depp could also up years two told hearing a reported Herald the prison role his was committee Canberra Sydney Morning undeclared the importing dogs the bypassing laws country the strict quarantine 
