the,enclave,right,attack,afghan,afghanistan,
editing,amex,nyse,trending,least,delayed,mark,heinrich,edmund,crosse,paul,tait,jessica,donati,writing,minutes,mirwais,
insurgents,guesthouse,kabul,assault,after,than,five,hours,security,updates,resisting,armed,stormed,late-night,update,donati,mirwais,forces,may,
afghan,the,kabul,jessica,harooni,diplomatic,may,attack,early,site,watch,policeman,klamann,more,began,tuesday,late,still,quarter,fresh,
stand-off,kabul,attack,keeps,
