kabul,airport,district,heart,area,which,automatic,sporadic,fire,accompanying,sounded,explosions,with,tuesday,
the,was,late,current,that,guesthouse,hotel,cnn,favored,weapon,focused,minister,burhanuddin,president,foreigners,rabbani,december,taliban,officially,now,
rabbani,salahuddin,foreign,who,minister,president,afghanistan,his,served,include,current,burhanuddin,the,
family,owned,son,former,guesthouse,afghanistan,police,would,information,assassinated,heavy,burhanuddin,its,president,foreigners,rabbani,heetal,was,target,they,
afghan,plaza,once,secure,further,shared,kabul,close,diplomatic,area,burhanuddin,was,
