his,probably,firestorm,citi,field,poorly,before,speaking,philadelphia,viral,job,native,
leagues,prospects,incorrectly,tuesday,bit,which,status,words,amaro,phillies,fan,
amaro,big,organization,anyone,excited,east,day,great,such,passion,there,where,said,they,has,ruben,
phillies,best,seeing,night,used,played,said,they,saying,philadelphia,quickly,words,affect,
the,else,mets,went,could,
