any,apology,cameras,reporters,culpa,incorrectly,probably,tuesday,mets,phillies,his,south,amaro,citi,the,
quickly,the,media,offered,philadelphia,night,they,writers,miles,aware,hours,little,more,
field,the,mea,route,amaro,offended,philly,long-winded,bit,his,created,visiting,well,yesterday,
the,have,may,matchup,mets,phillies,used,caused,acknowledged,before,played,citi,ruben,
firestorm,field,fans,television,visitor,culpa,wednesday,words,tuesday,poorly,beat,traveling,nearly,minutes,about,first,pitch,
