
the,nola,eflin,that,aaron,when,amaro,some,reason,also-ran,majors,zach,prospects,double-a,pitching,big,see,hurry,fan,reading,
visitor,television,cameras,mea,culpas,reporters,appearing,radio,couple,after,issued,mid-afternoon,sometime,citi,field,yesterday,dugout,ruben,
amaro,fans,phillies,the,ruben,his,quotes,what,apologizes,that,team,manager,general,they,saying,pitchers,promoting,issues,comes,game,
much,miles,about,created,firestorm,citi,visiting,aware,first,pitch,little,the,dugout,ruben,
