1,said Times The newspaper a tabloid have China Global run Party Communist might accept to conflict there would be States the United 
6,prompted incident The editorial a biting Times the have China documented crew a Monday official Communist newspaper Global warned which would choice no board plane the CNN news test Washington engage to U.S. not to restraint Beijing 
8,Vague Ma Initiative DPP Responding proposal president the Democratic DPP candidate 2016 Chairwoman Progressive presidential stated Ing-wen Tsai event a abandon that public City Tainan DPP the would not claims sovereignty Island Taiping Sea the South China 
