battle,heavily,assault,the,had,khan,were,minister,
launcher,three,one,grenade,had,attackers,akbar,ayoub,wazir,were,minister,guarded,rpg,who,khan,twitter,deputy,four,rocket,security,
grenade,military,civilian,casualties,official,there,his,account,using,hand,been,ayub,weapons,rocket-propelled,were,twitter,interior,
interior,the,salangi,were,deputy,forces,said,afghanistan,minister,security,members,cnn,civilians,ayub,mohammad,other,ayoub,attackers,
the,rifles,district,attack,rocket-propelled,ended,least,seized,that,heavily,assault,after,grenade,one,akbar,wazir,khan,
