ahmad,heetal,was,out,minister,days,killed,former,legendary,car,suicide,hotel,bomb,
the,hotel,foreign,heetal,plaza,because,salahuddin,being,popular,known,one,hurt,safe,rooms,family,owned,were,get,forces,anti-taliban,
afghan,massoud,staying,security,ist,may,two,al-qaida,bombing,zia,vice,shah,fighter,suicide,december,home,formerly,
assault,there,invaders,statement,militants,were,attacks,sept,president,who,brother,attack,
taliban,serena,luxury,deadly,militants,foreigners,rabbani,all,guests,failed,kabul,hotel,
