after,solely,last,support,small,december,the,contingent,
the,attacks,have,combat,year,strengthen,plans,earlier,formally,frontlines,back,pulled,country,capital,series,support,off,that,small,december,
security,remains,afghan,training,military,presence,end,one,since,concluded,been,that,small,contingent,officially,ended,forces,mostly,year,
mission,afghanistan,help,retain,local,train,force,now,are,have,small,december,security,the,officially,ended,combat,afghan,
forces,this,local,personnel,staying,follow-up,formally,their,u.s,taliban,mission,morphed,fend,security,ended,combat,
