account,hand,automatic,been,ayub,weapons,that,rifles,least,launcher,interior,minister,
military,civilian,casualties,official,there,his,using,
launcher,grenade,three,one,had,khan,rocket-propelled,akbar,wazir,attackers,heavily,guarded,district,rifles,who,were,four,assault,attack,after,
security,forces,mohammad,salangi,rocket,battle,cnn,civilians,ayub,seized,wazir,were,minister,
the,were,interior,deputy,ayoub,minister,salangi,seized,said,afghanistan,other,twitter,attackers,members,assault,attack,after,ended,rpg,akbar,
