the,heetal,hotel,afghan,serena,luxury,out,because,staying,foreigners,safe,rooms,family,all,kabul,may,
were,massoud,al-qaida,attacks,president,vice,fighter,december,hotel,bomb,
the,there,salahuddin,one,get,bombing,zia,ahmad,former,legendary,brother,hotel,formerly,
was,foreign,suicide,assault,plaza,taliban,rabbani,being,known,owned,two,days,sept,who,killed,ahmad,anti-taliban,car,heetal,hotel,
militants,deadly,invaders,statement,taliban,minister,popular,hurt,guests,failed,security,ist,forces,shah,
