4,secretary He became general 1981 elected was himself ended finally job the man the reign his top 1998 served he 24 year had faithfully Havelange Joao stranger no controversy 
4,Follow @TOISportsNews Sports TOI Platini Michel Havelange Stay FIFA > Blatter http:__timesofindia.indiatimes.com_followceleb.cms?alias=UEFA,Sepp Twitter >> updated go the Times App India News 
