plane,was,the,two-hour,singapore,return,trent,hong,miles,kilometers,feet,cruising,
both,kong,miles,the,com,two-hour,delay,trent,when,kilometers,meters,feet,plane,that,aviation,flightradar,
engines,rolls-royce,herald,
working,stopped,engines,hong,cruising,aviation,herald,report,flightradar,off,rolls-royce,trent,when,kong,meters,was,plane,that,com,
later,herald,delay,singapore,return,off,the,two-hour,rolls-royce,when,report,
