1.txt,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,18.6,19.2,19.8,20.4,21,21.6,22.2,22.8,23.4,18.6,19.2,19.8,20.4,21,21.6,22.2,22.8,23.4
2.txt,9.2,9.4,9.6,9.8,10,10.2,10.4,10.6,10.8,82.8,84.6,86.4,88.2,90,91.8,93.6,95.4,97.2,92,94,96,98,100,102,104,106,108
3.txt,2.3,2.6,2.9,3.2,3.5,3.8,4.1,4.4,4.7,13.8,15.6,17.4,19.2,21,22.8,24.6,26.4,28.2,16.1,18.2,20.3,22.4,24.5,26.6,28.7,30.8,32.9
4.txt,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,17.6,19.2,20.8,22.4,24,25.6,27.2,28.8,30.4,17.6,19.2,20.8,22.4,24,25.6,27.2,28.8,30.4
6.txt,4.5,4,3.5,3,2.5,2,1.5,1,0.5,27,24,21,18,15,12,9,6,3,54,48,42,36,30,24,18,12,6
7.txt,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,9.6,11.2,12.8,14.4,16,17.6,19.2,20.8,22.4,9.6,11.2,12.8,14.4,16,17.6,19.2,20.8,22.4
8.txt,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,21.7,22.4,23.1,23.8,24.5,25.2,25.9,26.6,27.3,24.8,25.6,26.4,27.2,28,28.8,29.6,30.4,31.2
12.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.txt,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,8.4,9.8,11.2,12.6,14,15.4,16.8,18.2,19.6,7.2,8.4,9.6,10.8,12,13.2,14.4,15.6,16.8
15.txt,2.5,3,3.5,4,4.5,5,5.5,6,6.5,27.5,33,38.5,44,49.5,55,60.5,66,71.5,17.5,21,24.5,28,31.5,35,38.5,42,45.5
17.txt,7.6,8.2,8.8,9.4,10,10.6,11.2,11.8,12.4,76,82,88,94,100,106,112,118,124,53.2,57.4,61.6,65.8,70,74.2,78.4,82.6,86.8
18.txt,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,12.6,13.2,13.8,14.4,15,15.6,16.2,16.8,17.4,12.6,13.2,13.8,14.4,15,15.6,16.2,16.8,17.4
20.txt,3.6,4.2,4.8,5.4,6,6.6,7.2,7.8,8.4,32.4,37.8,43.2,48.6,54,59.4,64.8,70.2,75.6,21.6,25.2,28.8,32.4,36,39.6,43.2,46.8,50.4
21.txt,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,9.6,11.2,12.8,14.4,16,17.6,19.2,20.8,22.4,8.4,9.8,11.2,12.6,14,15.4,16.8,18.2,19.6
22.txt,4.5,5,5.5,6,6.5,7,7.5,8,8.5,54,60,66,72,78,84,90,96,102,36,40,44,48,52,56,60,64,68
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.txt,12.6,13.2,13.8,14.4,15,15.6,16.2,16.8,17.4,,,,,,,,,,,,,,,,,,
2.txt,82.8,84.6,86.4,88.2,90,91.8,93.6,95.4,97.2,,,,,,,,,,,,,,,,,,
7.txt,9.6,11.2,12.8,14.4,16,17.6,19.2,20.8,22.4,,,,,,,,,,,,,,,,,,
4.txt,17.6,19.2,20.8,22.4,24,25.6,27.2,28.8,30.4,,,,,,,,,,,,,,,,,,
22.txt,54,60,66,72,78,84,90,96,102,,,,,,,,,,,,,,,,,,
20.txt,32.4,37.8,43.2,48.6,54,59.4,64.8,70.2,75.6,,,,,,,,,,,,,,,,,,
3.txt,13.8,15.6,17.4,19.2,21,22.8,24.6,26.4,28.2,,,,,,,,,,,,,,,,,,
8.txt,21.7,22.4,23.1,23.8,24.5,25.2,25.9,26.6,27.3,,,,,,,,,,,,,,,,,,
17.txt,76,82,88,94,100,106,112,118,124,,,,,,,,,,,,,,,,,,
14.txt,8.4,9.8,11.2,12.6,14,15.4,16.8,18.2,19.6,,,,,,,,,,,,,,,,,,
6.txt,27,24,21,18,15,12,9,6,3,,,,,,,,,,,,,,,,,,
12.txt,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
