1.txt,19.4,20.8,22.2,23.6,25,26.4,27.8,29.2,30.6,485,520,555,590,625,660,695,730,765,252.2,270.4,288.6,306.8,325,343.2,361.4,379.6,397.8
2.txt,5.9,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5.1,82.6,81.2,79.8,78.4,77,75.6,74.2,72.8,71.4,106.2,104.4,102.6,100.8,99,97.2,95.4,93.6,91.8
3.txt,2.3,2.6,2.9,3.2,3.5,3.8,4.1,4.4,4.7,20.7,23.4,26.1,28.8,31.5,34.2,36.9,39.6,42.3,23,26,29,32,35,38,41,44,47
4.txt,3.4,3.8,4.2,4.6,5,5.4,5.8,6.2,6.6,44.2,49.4,54.6,59.8,65,70.2,75.4,80.6,85.8,37.4,41.8,46.2,50.6,55,59.4,63.8,68.2,72.6
6.txt,6.3,6.6,6.9,7.2,7.5,7.8,8.1,8.4,8.7,56.7,59.4,62.1,64.8,67.5,70.2,72.9,75.6,78.3,50.4,52.8,55.2,57.6,60,62.4,64.8,67.2,69.6
7.txt,4.4,4.8,5.2,5.6,6,6.4,6.8,7.2,7.6,52.8,57.6,62.4,67.2,72,76.8,81.6,86.4,91.2,44,48,52,56,60,64,68,72,76
8.txt,5.6,6.2,6.8,7.4,8,8.6,9.2,9.8,10.4,78.4,86.8,95.2,103.6,112,120.4,128.8,137.2,145.6,56,62,68,74,80,86,92,98,104
9.txt,5.3,5.6,5.9,6.2,6.5,6.8,7.1,7.4,7.7,42.4,44.8,47.2,49.6,52,54.4,56.8,59.2,61.6,26.5,28,29.5,31,32.5,34,35.5,37,38.5
11.txt,13.5,14,14.5,15,15.5,16,16.5,17,17.5,148.5,154,159.5,165,170.5,176,181.5,187,192.5,94.5,98,101.5,105,108.5,112,115.5,119,122.5
12.txt,9.7,10.4,11.1,11.8,12.5,13.2,13.9,14.6,15.3,135.8,145.6,155.4,165.2,175,184.8,194.6,204.4,214.2,106.7,114.4,122.1,129.8,137.5,145.2,152.9,160.6,168.3
13.txt,4.8,5.6,6.4,7.2,8,8.8,9.6,10.4,11.2,76.8,89.6,102.4,115.2,128,140.8,153.6,166.4,179.2,52.8,61.6,70.4,79.2,88,96.8,105.6,114.4,123.2
15.txt,13.6,14.2,14.8,15.4,16,16.6,17.2,17.8,18.4,190.4,198.8,207.2,215.6,224,232.4,240.8,249.2,257.6,108.8,113.6,118.4,123.2,128,132.8,137.6,142.4,147.2
16.txt,17.7,18.4,19.1,19.8,20.5,21.2,21.9,22.6,23.3,247.8,257.6,267.4,277.2,287,296.8,306.6,316.4,326.2,159.3,165.6,171.9,178.2,184.5,190.8,197.1,203.4,209.7
17.txt,3.3,3.6,3.9,4.2,4.5,4.8,5.1,5.4,5.7,23.1,25.2,27.3,29.4,31.5,33.6,35.7,37.8,39.9,16.5,18,19.5,21,22.5,24,25.5,27,28.5
