3.txt,19.400000000000002,19.8,20.2,20.6,21.0,21.4,21.799999999999997,22.2,22.6,
18.txt,16.6,17.200000000000003,17.8,18.4,19.0,19.6,20.2,20.799999999999997,21.4,
17.txt,4.7,5.4,6.1000000000000005,6.800000000000001,7.5,8.2,8.899999999999999,9.6,10.299999999999999,
7.txt,23.3,23.6,23.9,24.2,24.5,24.8,25.1,25.4,25.7,
11.txt,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,
4.txt,14.5,15.000000000000002,15.5,16.0,16.5,17.0,17.5,18.0,18.5,
5.txt,10.1,10.2,10.3,10.4,10.5,10.6,10.7,10.8,10.899999999999999,
13.txt,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,
12.txt,16.9,17.8,18.7,19.6,20.5,21.4,22.3,23.200000000000003,24.099999999999998,
19.txt,11.700000000000001,12.4,13.1,13.8,14.5,15.2,15.9,16.599999999999998,17.3,
3.txt,213.40000000000003,217.8,222.2,226.60000000000002,231.0,235.39999999999998,239.79999999999995,244.2,248.60000000000002,
18.txt,116.20000000000002,120.40000000000002,124.60000000000001,128.79999999999998,133.0,137.20000000000002,141.4,145.59999999999997,149.79999999999998,
17.txt,28.200000000000003,32.400000000000006,36.6,40.800000000000004,45.0,49.199999999999996,53.39999999999999,57.599999999999994,61.8,
7.txt,256.3,259.6,262.9,266.2,269.5,272.8,276.1,279.4,282.7,
11.txt,198.0,209.0,220.0,231.0,242.0,253.0,264.0,275.0,286.0,
4.txt,116.0,120.00000000000001,124.0,128.0,132.0,136.0,140.0,144.0,148.0,
5.txt,20.2,20.4,20.6,20.8,21.0,21.2,21.4,21.6,21.799999999999997,
13.txt,77.5,80.0,82.5,85.0,87.5,90.0,92.5,95.0,97.5,
12.txt,185.89999999999998,195.8,205.7,215.60000000000002,225.5,235.39999999999998,245.3,255.20000000000005,265.09999999999997,
19.txt,105.30000000000001,111.60000000000001,117.89999999999999,124.2,130.5,136.79999999999998,143.1,149.39999999999998,155.70000000000002,
3.txt,135.8,138.6,141.4,144.20000000000002,147.0,149.79999999999998,152.59999999999997,155.4,158.20000000000002,
18.txt,16.6,17.200000000000003,17.8,18.4,19.0,19.6,20.2,20.799999999999997,21.4,
17.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.txt,186.4,188.8,191.2,193.6,196.0,198.4,200.8,203.2,205.6,
11.txt,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,
4.txt,58.0,60.00000000000001,62.0,64.0,66.0,68.0,70.0,72.0,74.0,
5.txt,10.1,10.2,10.3,10.4,10.5,10.6,10.7,10.8,10.899999999999999,
13.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12.txt,33.8,35.6,37.4,39.2,41.0,42.8,44.6,46.400000000000006,48.199999999999996,
19.txt,23.400000000000002,24.8,26.2,27.6,29.0,30.4,31.8,33.199999999999996,34.6,
