4.txt,12.1,12.2,12.3,12.4,12.5,12.6,12.7,12.8,12.9,36.3,36.6,36.9,37.2,37.5,37.8,38.1,38.4,38.7,48.4,48.8,49.2,49.6,50,50.4,50.8,51.2,51.6
5.txt,39.5,40,40.5,41,41.5,42,42.5,43,43.5,434.5,440,445.5,451,456.5,462,467.5,473,478.5,276.5,280,283.5,287,290.5,294,297.5,301,304.5
7.txt,33.6,34.2,34.8,35.4,36,36.6,37.2,37.8,38.4,336,342,348,354,360,366,372,378,384,235.2,239.4,243.6,247.8,252,256.2,260.4,264.6,268.8
8.txt,14,14,14,14,14,14,14,14,14,28,28,28,28,28,28,28,28,28,42,42,42,42,42,42,42,42,42
12.txt,45.5,46,46.5,47,47.5,48,48.5,49,49.5,455,460,465,470,475,480,485,490,495,273,276,279,282,285,288,291,294,297
15.txt,34.3,34.6,34.9,35.2,35.5,35.8,36.1,36.4,36.7,240.1,242.2,244.3,246.4,248.5,250.6,252.7,254.8,256.9,205.8,207.6,209.4,211.2,213,214.8,216.6,218.4,220.2
16.txt,22.4,22.8,23.2,23.6,24,24.4,24.8,25.2,25.6,156.8,159.6,162.4,165.2,168,170.8,173.6,176.4,179.2,134.4,136.8,139.2,141.6,144,146.4,148.8,151.2,153.6
18.txt,8.3,8.6,8.9,9.2,9.5,9.8,10.1,10.4,10.7,41.5,43,44.5,46,47.5,49,50.5,52,53.5,16.6,17.2,17.8,18.4,19,19.6,20.2,20.8,21.4
2.txt,19.4,19.8,20.2,20.6,21,21.4,21.8,22.2,22.6,155.2,158.4,161.6,164.8,168,171.2,174.4,177.6,180.8,116.4,118.8,121.2,123.6,126,128.4,130.8,133.2,135.6
21.txt,12.1,12.2,12.3,12.4,12.5,12.6,12.7,12.8,12.9,36.3,36.6,36.9,37.2,37.5,37.8,38.1,38.4,38.7,48.4,48.8,49.2,49.6,50,50.4,50.8,51.2,51.6
24.txt,14.3,14.6,14.9,15.2,15.5,15.8,16.1,16.4,16.7,114.4,116.8,119.2,121.6,124,126.4,128.8,131.2,133.6,100.1,102.2,104.3,106.4,108.5,110.6,112.7,114.8,116.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.txt,41.5,43,44.5,46,47.5,49,50.5,52,53.5,,,,,,,,,,,,,,,,,,
8.txt,28,28,28,28,28,28,28,28,28,,,,,,,,,,,,,,,,,,
24.txt,114.4,116.8,119.2,121.6,124,126.4,128.8,131.2,133.6,,,,,,,,,,,,,,,,,,
2.txt,155.2,158.4,161.6,164.8,168,171.2,174.4,177.6,180.8,,,,,,,,,,,,,,,,,,
7.txt,336,342,348,354,360,366,372,378,384,,,,,,,,,,,,,,,,,,
4.txt,36.3,36.6,36.9,37.2,37.5,37.8,38.1,38.4,38.7,,,,,,,,,,,,,,,,,,
5.txt,434.5,440,445.5,451,456.5,462,467.5,473,478.5,,,,,,,,,,,,,,,,,,
12.txt,455,460,465,470,475,480,485,490,495,,,,,,,,,,,,,,,,,,
15.txt,240.1,242.2,244.3,246.4,248.5,250.6,252.7,254.8,256.9,,,,,,,,,,,,,,,,,,
16.txt,156.8,159.6,162.4,165.2,168,170.8,173.6,176.4,179.2,,,,,,,,,,,,,,,,,,
21.txt,36.3,36.6,36.9,37.2,37.5,37.8,38.1,38.4,38.7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.txt,16.6,17.2,17.8,18.4,19,19.6,20.2,20.8,21.4,,,,,,,,,,,,,,,,,,
8.txt,42,42,42,42,42,42,42,42,42,,,,,,,,,,,,,,,,,,
24.txt,100.1,102.2,104.3,106.4,108.5,110.6,112.7,114.8,116.9,,,,,,,,,,,,,,,,,,
2.txt,116.4,118.8,121.2,123.6,126,128.4,130.8,133.2,135.6,,,,,,,,,,,,,,,,,,
7.txt,235.2,239.4,243.6,247.8,252,256.2,260.4,264.6,268.8,,,,,,,,,,,,,,,,,,
4.txt,48.4,48.8,49.2,49.6,50,50.4,50.8,51.2,51.6,,,,,,,,,,,,,,,,,,
5.txt,276.5,280,283.5,287,290.5,294,297.5,301,304.5,,,,,,,,,,,,,,,,,,
12.txt,273,276,279,282,285,288,291,294,297,,,,,,,,,,,,,,,,,,
15.txt,205.8,207.6,209.4,211.2,213,214.8,216.6,218.4,220.2,,,,,,,,,,,,,,,,,,
16.txt,134.4,136.8,139.2,141.6,144,146.4,148.8,151.2,153.6,,,,,,,,,,,,,,,,,,
21.txt,48.4,48.8,49.2,49.6,50,50.4,50.8,51.2,51.6,,,,,,,,,,,,,,,,,,
