1.txt,23.3,23.6,23.9,24.2,24.5,24.8,25.1,25.4,25.7,163.1,165.2,167.3,169.4,171.5,173.6,175.7,177.8,179.9,139.8,141.6,143.4,145.2,147,148.8,150.6,152.4,154.2
4.txt,16.9,16.8,16.7,16.6,16.5,16.4,16.3,16.2,16.1,152.1,151.2,150.3,149.4,148.5,147.6,146.7,145.8,144.9,202.8,201.6,200.4,199.2,198,196.8,195.6,194.4,193.2
9.txt,42.5,43,43.5,44,44.5,45,45.5,46,46.5,382.5,387,391.5,396,400.5,405,409.5,414,418.5,255,258,261,264,267,270,273,276,279
10.txt,14.2,14.4,14.6,14.8,15,15.2,15.4,15.6,15.8,56.8,57.6,58.4,59.2,60,60.8,61.6,62.4,63.2,42.6,43.2,43.8,44.4,45,45.6,46.2,46.8,47.4
11.txt,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,24.6,25.2,25.8,26.4,27,27.6,28.2,28.8,29.4,24.6,25.2,25.8,26.4,27,27.6,28.2,28.8,29.4
13.txt,25.1,25.2,25.3,25.4,25.5,25.6,25.7,25.8,25.9,75.3,75.6,75.9,76.2,76.5,76.8,77.1,77.4,77.7,75.3,75.6,75.9,76.2,76.5,76.8,77.1,77.4,77.7
15.txt,12,12,12,12,12,12,12,12,12,132,132,132,132,132,132,132,132,132,168,168,168,168,168,168,168,168,168
16.txt,29.2,29.4,29.6,29.8,30,30.2,30.4,30.6,30.8,321.2,323.4,325.6,327.8,330,332.2,334.4,336.6,338.8,379.6,382.2,384.8,387.4,390,392.6,395.2,397.8,400.4
17.txt,22.5,23,23.5,24,24.5,25,25.5,26,26.5,202.5,207,211.5,216,220.5,225,229.5,234,238.5,157.5,161,164.5,168,171.5,175,178.5,182,185.5
19.txt,20.2,20.4,20.6,20.8,21,21.2,21.4,21.6,21.8,181.8,183.6,185.4,187.2,189,190.8,192.6,194.4,196.2,161.6,163.2,164.8,166.4,168,169.6,171.2,172.8,174.4
20.txt,9,9,9,9,9,9,9,9,9,54,54,54,54,54,54,54,54,54,72,72,72,72,72,72,72,72,72
21.txt,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,42.6,43.2,43.8,44.4,45,45.6,46.2,46.8,47.4,35.5,36,36.5,37,37.5,38,38.5,39,39.5
26.txt,30.4,30.8,31.2,31.6,32,32.4,32.8,33.2,33.6,364.8,369.6,374.4,379.2,384,388.8,393.6,398.4,403.2,364.8,369.6,374.4,379.2,384,388.8,393.6,398.4,403.2
27.txt,16.3,16.6,16.9,17.2,17.5,17.8,18.1,18.4,18.7,163,166,169,172,175,178,181,184,187,146.7,149.4,152.1,154.8,157.5,160.2,162.9,165.6,168.3
