president,jennifer,was,reagan,broad,licenses,its,changing,interests,dapa,court,
george,who,bush,not,that,appellate,maintenance,opinion,interest,
the,judge,ronald,majority,page,public,jerry,smith,
unfettered,dollars,spending,texas,illegal,law,aliens,lawful,conferring,substantive,rights,appellate,injunction,court,
sided,prosecutorial,discretion,although,driver,subsidize,millions,choose,state,forcing,presence,
