first,night,been,n_t,fredi,gonzalez,scratched,angels,
percentage,batting,trade,did,other,thoughts,series,monday,angeles,los,
fifth,fourth,also,average,while,ranks,adrian,was,because,had,callapso,opener,angeles,seventh,third,who,
ops,that,manager,than,happen,fredi,starting,getting,tuesday,batted,third,
the,tied,gonzalez,slugging,doubles,mlb,dodgers,pending,lineup,scratched,base,played,
