life,relay,light,p.m,almost,holly,
lap,survivor,hosted,athletic,hours,the,are,
featured,speakers,jim,city,dunk,tank,activities,far,school,
sturgis,cancer,team,dol,have,who,raised,participants,teams,local,leader,gushwa,fluttering,time,
the,hospital,survivors,dinner,high,complex,continues,friday,noon,posts,that,purple,ribbons,
