next,cost,bought,day,trip,overnight,firearms,two,also,the,weeks,until,removed,apartment,will,
his,greens,where,metropolitan,mendendez,area,pick,republic,licenses,home,gun,give,collection,palm,required,temporarily,
that,was,million,dinner,for,spent,golf,banyan,paid,unnamed,tour,very,were,sightsee,christmas,they,friends,said,email,wanted,
the,beach,palm,melgen,menendez,dominican,guest,republic,flew,jet,stop,private,teterboro,vacation,third,villa,visit,included,his,bail,
person,dol,unidentified,steakhouse,nearly,fees,club,together,golfed,another,newark,indictment,flights,full,west,campo,private,jet,
