[0.txt],view,,polarity,,detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.txt,12.26666667,5,0.996513898,4,1.503616567,2,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A
4.txt,2.6,9,0.739768174,8,0.651696972,6,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A
5.txt,32.26666667,2,1.211239363,1,0.928677041,4,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A
7.txt,26,3,0.872136527,6,0.051082562,9,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A
8.txt,1.866666667,11,0.528735515,10,-0.153247687,11,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A
12.txt,33.33333333,1,1.061109928,2,1.195357046,3,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A
15.txt,17.26666667,4,0.887742907,5,1.676740641,1,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A
16.txt,12.13333333,6,0.849828553,7,0.738244186,5,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A
18.txt,3.666666667,8,0.357573966,11,-0.031608155,10,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A
21.txt,2.6,9,0.679184863,9,0.294361627,8,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A
24.txt,9.066666667,7,0.997509663,3,0.45654767,7,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.txt],view,,polarity,,detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.txt,9.6,,1.840337946,,0.086122595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.txt,1.8,,1.376449583,,-0.63817191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.txt,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.txt,19.33333333,,2.466285373,,-1.184089853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.txt,1.733333333,,0.661599494,,-1.388420102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.txt,4.666666667,,5.888372142,,-0.03981537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.txt,14.93333333,,1.714704885,,0.441568226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.txt,9.333333333,,1.818232772,,-0.49692823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.txt,3,,0.672981061,,-1.26678057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.txt,2.4,,0.80972424,,-0.940810788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.txt,6.933333333,,1.675918886,,-0.778624745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.txt],view,,polarity,,detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.txt,9.6,,2.641945591,,-1.415729825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.txt,1.8,,2.001980365,,-1.93864688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.txt,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.txt,19.33333333,,3.618139186,,-2.685942273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.txt,1.733333333,,0.968668117,,-2.890272522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.txt,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.txt,14.46666667,,2.699659541,,-1.01557352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.txt,9.333333333,,2.688645553,,-1.963445739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.txt,3,,0.992400259,,-2.76863299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.txt,2.2,,1.424456826,,-2.442663208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.txt,6.933333333,,2.530711806,,-2.280477165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.txt],view,,polarity,,detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.txt,5.866666667,,3.751101912,,-1.773307761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
