[0.txt],view,,polarity,,detail
1.txt,4.800000000000001,,0.4378446788365132,,0.07545376420093719
2.txt,5.6,,0.5920275455966886,,-1.6225370177814042
3.txt,1.2000000000000002,,0.29165432893406823,,-0.057515771128677756
6.txt,0.5333333333333333,,0.1835482765209251,,-0.6795885778315789
8.txt,4.0,,0.19360652185282268,,-1.291156659825242
10.txt,2.4000000000000004,,0.1100008646899754,,-1.1813818182124338
12.txt,1.6,,0.29688616956066743,,-1.3308836884210753
13.txt,3.2,,0.17697232455967965,,-1.7363487965292397
15.txt,2.2,,0.14669144997870356,,0.15696251439151326
16.txt,4.0,,0.2567261155218309,,-0.952886693419648
17.txt,1.8666666666666667,,0.21781534011313322,,-1.3387114421056894
18.txt,3.7333333333333334,,0.31902071368403784,,-0.14072469464691534
20.txt,4.2,,0.6792167293997328,,-0.057000681505020856
21.txt,6.0,,0.49230171862645555,,0.27290830828466883
22.txt,6.533333333333333,,0.45249377576220323,,-0.5437377954971258
24.txt,0.2,,0.32761130019560913,,-0.29168419968260295
25.txt,2.3333333333333335,,0.23202607433648997,,-0.899425608270446
27.txt,2.6666666666666665,,0.2129526406785463,,1.0842743265726522
28.txt,2.333333333333333,,0.3437928266492855,,-1.1324641437474658
31.txt,1.0666666666666667,,0.8357971762468039,,0.11316445921040502
32.txt,0.2,,0.07065918975262359,,-1.3248981310977563
33.txt,3.7333333333333334,,0.35951788084935754,,0.3021821766493535
35.txt,1.0,,0.3576084065843863,,-1.0470581127453602
36.txt,2.533333333333333,,0.37843897810091504,,-1.0735043534145035
40.txt,2.8000000000000003,,0.06989667180513698,,-0.28543488164308417
41.txt,0.8,,0.08367427726701185,,-1.225523172763249
44.txt,0.3333333333333333,,0.13838112523030788,,-1.7363487965292397
47.txt,1.4000000000000001,,0.25466543710674255,,-1.3787708598930462
48.txt,0.26666666666666666,,0.07397691504704865,,-1.3248981310977563
49.txt,3.2,,0.08896386068621452,,-1.0470581127453602
50.txt,4.666666666666666,,0.14902125401003732,,-1.3120537340300187
53.txt,3.7333333333333334,,0.1392365686898133,,-1.3446177449744439
54.txt,1.4000000000000001,,0.06444609285677162,,-1.3308836884210753
55.txt,0.5333333333333333,,0.22736163187224587,,-1.4525232208535246
56.txt,1.3333333333333333,,0.062215132938195666,,-1.176733008593817

[0.txt],view,,polarity,,detail
1.txt,4.800000000000001,,0.5000278090791956,,-0.9125926511150902
2.txt,5.6,,0.6655963005348281,,-2.321109687111001
3.txt,1.2000000000000002,,0.4001419705134922,,-0.7045199430445194
6.txt,0.5333333333333333,,0.2715790724149265,,-1.3265927497474206
