[0.txt],view,,polarity,,detail
2.txt,4.470588235294118,,0.0,,-0.1564873501059047
3.txt,4.058823529411765,,0.0,,-0.17592009979663426
5.txt,5.823529411764706,,0.0,,0.24163709734110514
8.txt,1.5882352941176472,,0.0,,-0.49389879039095175
11.txt,1.6470588235294117,,0.0,,-0.28382557567571504
13.txt,37.88235294117647,,0.0,,1.332647413516837
14.txt,33.529411764705884,,0.0,,0.6756803264675658
18.txt,36.23529411764706,,0.0,,0.8208218144939166
19.txt,3.1764705882352944,,0.0,,-0.31838652916321253
20.txt,3.5294117647058827,,0.0,,0.8555214992284215
21.txt,1.1764705882352942,,0.0,,-0.035450612973128404

[0.txt],view,,polarity,,detail
2.txt,4.235294117647059,,0.1705510968026584,,-0.8320439773364157
3.txt,0.0,,0.0,,0.0
5.txt,5.294117647058823,,0.15678824315005777,,-0.4339195298894057
8.txt,1.5882352941176472,,0.0,,-1.1694554176214627
11.txt,1.6470588235294117,,0.0,,-0.959382202906226
13.txt,35.41176470588235,,0.325509625803824,,0.6570907862863261
14.txt,30.88235294117647,,0.40068773799458196,,1.2369923705493613E-4
18.txt,33.76470588235294,,0.36693197470056255,,0.14526518726340576
19.txt,2.647058823529412,,0.4800155467250946,,-0.9939431563937233
20.txt,3.5294117647058827,,0.0,,0.1799648719979106
21.txt,1.1176470588235294,,0.16708790305390261,,-0.7110072402036394

[0.txt],view,,polarity,,detail
2.txt,3.764705882352941,,0.34272487461420703,,-2.701757888394011
3.txt,0.0,,0.0,,0.0
5.txt,1.5882352941176472,,0.8670296651761149,,-2.100413793869459
8.txt,1.0588235294117647,,0.3985198089220904,,-2.835949681601516
11.txt,1.588235294117647,,0.10365973895135641,,-3.028055473592748
13.txt,0.0,,0.0,,0.0
14.txt,4.411764705882353,,3.4345940093249947,,-1.9247387894991013
18.txt,1.6470588235294117,,4.141243811941414,,-1.7626174171208584
19.txt,2.647058823529412,,0.31250134082960485,,-2.660437420373777
20.txt,3.0,,0.34170257028044176,,-1.725178002861558
21.txt,1.1176470588235294,,0.11053102211610345,,-2.2498764144279244

[0.txt],view,,polarity,,detail
2.txt,2.1176470588235294,,1.2002089839938948,,-3.9163643216113964
3.txt,0.0,,0.0,,0.0
5.txt,1.5882352941176472,,0.9367499187650169,,-3.315020227086845
8.txt,1.0588235294117647,,0.4117517675541732,,-4.050556114818901
11.txt,1.588235294117647,,0.11124208205983205,,-4.251933565535148
13.txt,0.0,,0.0,,0.0
14.txt,4.411764705882353,,3.5392134445405596,,-3.1599582636448975
18.txt,1.6470588235294117,,4.581862478929095,,-3.087953089519431
19.txt,2.647058823529412,,0.3375937509880181,,-3.875043853591162
20.txt,0.0,,0.0,,0.0
21.txt,1.1176470588235294,,0.11766534899032319,,-3.2885627478486756

[0.txt],view,,polarity,,detail
2.txt,2.1176470588235294,,1.440751144968975,,-5.054567483103607
3.txt,0.0,,0.0,,0.0
5.txt,1.5882352941176472,,1.1416986153527955,,-4.609423874499003
8.txt,1.0588235294117647,,0.48451148453523846,,-5.34495976223106
11.txt,1.588235294117647,,0.13183447934837317,,-5.390136727027359
13.txt,0.0,,0.0,,0.0
14.txt,4.411764705882353,,4.374267091372597,,-4.350467441280542
18.txt,0.0,,0.0,,0.0
19.txt,2.647058823529412,,0.4061634548237381,,-5.0132470150833734
20.txt,0.0,,0.0,,0.0
21.txt,1.1176470588235294,,0.13961393060428706,,-4.426765909340887

[0.txt],view,,polarity,,detail
2.txt,1.6470588235294117,,1.938821867663159,,-5.387052945822602
3.txt,0.0,,0.0,,0.0
5.txt,1.0588235294117647,,1.468257298842911,,-4.922930678184606
8.txt,1.0588235294117647,,0.5366197426136843,,-5.658466565916664
11.txt,1.588235294117647,,0.1476166102086638,,-5.769395804596907
13.txt,0.0,,0.0,,0.0
14.txt,0.0,,0.0,,0.0
18.txt,0.0,,0.0,,0.0
19.txt,2.647058823529412,,0.4580661007415777,,-5.326753818768978
20.txt,0.0,,0.0,,0.0
21.txt,1.1176470588235294,,0.15614272634152432,,-4.740272713026491

