[0.txt]
3.txt,0.030312218095827535
5.txt,0.10927771664710154
6.txt,0.034482786004990336
7.txt,0.06057466176001009
8.txt,0.18513102575123314
9.txt,0.07357225838642165
10.txt,0.24715465580463997
11.txt,0.2644050346153766
12.txt,0.014079863129773069
14.txt,0.1428298117024957
15.txt,0.03802762067709711
16.txt,0.1727052872144716
20.txt,0.3174990964923706
21.txt,0.020426473730978424
22.txt,0.08693312784676763
[0.txt]
3.txt,0.16742642519640094
5.txt,0.48819995310759456
6.txt,0.11054900480636551
7.txt,0.1663621445634206
8.txt,0.3551299445517841
9.txt,0.22595858179361503
10.txt,0.3399454069253404
11.txt,0.5155399808968049
12.txt,0.06784144673845972
14.txt,0.1801355161568271
15.txt,0.07601178499333378
16.txt,0.0
20.txt,0.32043080676467767
21.txt,0.12739359421157564
22.txt,0.13915400389170252
[0.txt]
3.txt,0.0
5.txt,0.48534563501118366
6.txt,0.09581013418744419
7.txt,0.1874531744302226
8.txt,0.31350785116402397
9.txt,0.20164716029971705
10.txt,0.30776865849963864
11.txt,0.48054896626373117
12.txt,0.05830501481060838
14.txt,0.16117759625086425
15.txt,0.06555757513184444
16.txt,0.0
20.txt,0.3726786472777881
21.txt,0.15883773466449547
22.txt,0.15609169377700183
[0.txt]
3.txt,0.0
5.txt,0.0
6.txt,0.14845102090827975
7.txt,0.2311793099084418
8.txt,0.43243022559904953
9.txt,0.29736717077765557
10.txt,0.484883323381783
11.txt,0.5043048625041979
12.txt,0.07957669225535537
14.txt,0.18163463616238704
15.txt,0.08627271965576305
16.txt,0.0
20.txt,0.392122036418424
21.txt,0.23492467777441856
22.txt,0.24641931356369182
[0.txt]
3.txt,0.0
5.txt,0.0
6.txt,0.30998084783982155
7.txt,0.4137534828355628
8.txt,0.7388115365825408
9.txt,0.6179009054107949
10.txt,0.7205270271199681
11.txt,0.0
12.txt,0.15988811573797243
14.txt,0.28782546412043136
15.txt,0.16739157911218314
16.txt,0.0
20.txt,0.5453619439506189
21.txt,0.5059291563995322
22.txt,0.46452201775500085
[0.txt]
3.txt,0.0
5.txt,0.0
6.txt,0.36814100775504965
7.txt,0.8347969962838608
8.txt,0.687128611289234
9.txt,1.0149174895282114
10.txt,0.6719190815913129
11.txt,0.0
12.txt,0.14940348513480192
14.txt,0.3630795521760464
15.txt,0.15593758121327964
16.txt,0.0
20.txt,0.8488272212562205
21.txt,0.0
22.txt,0.4371614545158989
