[0.txt]
2.txt,12.266666666666666
4.txt,2.6
5.txt,32.266666666666666
7.txt,26.0
8.txt,1.8666666666666667
12.txt,33.33333333333333
15.txt,17.266666666666666
16.txt,12.133333333333333
18.txt,3.6666666666666665
21.txt,2.6
24.txt,9.066666666666666
[0.txt]
2.txt,9.6
4.txt,1.8
5.txt,0.0
7.txt,19.333333333333332
8.txt,1.7333333333333334
12.txt,4.666666666666666
15.txt,14.933333333333334
16.txt,9.333333333333334
18.txt,3.0
21.txt,2.4000000000000004
24.txt,6.933333333333334
[0.txt]
2.txt,9.6
4.txt,1.8
5.txt,0.0
7.txt,19.333333333333332
8.txt,1.7333333333333334
12.txt,0.0
15.txt,14.466666666666667
16.txt,9.333333333333334
18.txt,3.0
21.txt,2.2
24.txt,6.933333333333334
[0.txt]
2.txt,5.866666666666666
4.txt,1.6
5.txt,0.0
7.txt,0.0
8.txt,1.6
12.txt,0.0
15.txt,8.866666666666667
16.txt,8.866666666666667
18.txt,2.6666666666666665
21.txt,2.2
24.txt,3.7333333333333334
[0.txt]
2.txt,4.8
4.txt,1.6
5.txt,0.0
7.txt,0.0
8.txt,1.4666666666666666
12.txt,0.0
15.txt,0.0
16.txt,8.4
18.txt,2.6666666666666665
21.txt,2.2
24.txt,3.2
[0.txt]
2.txt,0.0
4.txt,1.2000000000000002
5.txt,0.0
7.txt,0.0
8.txt,1.4666666666666666
12.txt,0.0
15.txt,0.0
16.txt,7.933333333333334
18.txt,2.6666666666666665
21.txt,2.2
24.txt,2.6666666666666665
