hit,ball,impromptu,celebration,which,led,verlander,league,award,who,went,prospect,the,allowed,
bryan,tyler,hernan,perez,dixon,holaday,outfielder,machado,catcher,tigers,collins,facing,eight,three,hits,out,cheering,guys,monday,allowed,
presentation,live,debut,for,david,price,young,national,anthem,
was,machado,have,cheer,great,innings,pitches,throwing,after,done,twitter,collins,
the,big,his,tweet-cast,winner,
