wednesday,rehab,next,would,all,right,does,start,step,feel,the,
good,looked,really,brad,manager,simulated,the,game,real,verlander,team,they,and,close,
ausmus,brad,not,actually,could,make,manager,
the,was,fastball,finish,o.co,radar,impressed,said,n_t,stadium,game-like,simulated,game,verlander,
today,had,decent,been,have,might,sunday,won,breaking,both,his,balls,break,coliseum,ausmus,the,
