5,Wire pm Posted May 26 use Criminals × 8:37 CNN 2015 steal website IRS to data building people 100,000 Courtesy Washington U.S. Internal Revenue Service D.C. YORK CNN NEW sophisticated A used syndicate organized website the steal to crime IRS forms tax full information personal financial taxpayers 104,000 
8,said Post Washington skyrocketed filings fraudulent have percent 3,700 costing IRS the IRS season dol million 50 this tax 
