1,said run Ake IRS the Tuesday File Close used criminals The IRS the information access taxpayers 100,000 than more part scheme an steal to claim refunds fraudulent service an Associated Press Sophisticated personal tax elaborate identities tax online 
3,Photo Ake David APNewsBreak AP FILE says IRS April this stole thieves 13 file 2014 Revenue the info tax 1 100,000 AP used criminals Sophisticated said IRS the photo Internal WASHINGTON _ run service an Tuesday bar article-gallery-6287210 gallery_thumbs_close 1 IRS the information access taxpayers 100,000 than more part scheme an steal to claim refunds fraudulent online 0 gallery_overlay_close 0 bar article-gallery-6287210 bar article-gallery-6287210 bar personal tax elaborate identities tax bar bar article-gallery-6287210 
