1,Photo_J 
2,said Koskinen J. Share A confident he Scott Applewhite_AP IRS Commissioner John A A URL this _s 
3,Photo Ake J. APNewsBreak FILE April this says IRS David 13 file 2014 Revenue the stole thieves photo Internal info tax 1 100,000 AP used criminals Sophisticated said IRS the WASHINGTON _ run service an Tuesday bar article-gallery-6287210 gallery_thumbs_close 1 IRS the information access taxpayers 100,000 than more part scheme an steal to claim refunds fraudulent online 0 gallery_overlay_close 0 bar article-gallery-6287210 bar article-gallery-6287210 bar personal tax elaborate identities tax bar bar article-gallery-6287210 
4,stole AP says IRS info tax 100,000 Published Caption CDT thieves May Tuesday May Tuesday Headquarters The IRS 26 2015 p.m. 10:02 CDT • Updated 26 2015 p.m. 10:03 Internal Revenue Service shown building is April 2014 Washington 
4,AP WASHINGTON criminals Sophisticated information personal used service an tax taxpayers 100,000 than more scheme part IRS the online run IRS the an elaborate steal to said Tuesday access identities claim refunds fraudulent tax 
