the,tell,pirates,orphaned,after,actor,reportedly,bat,names,was,has,
has,
depp,johnny,tales,dead,men,caribbean,set,found,adopt,decided,bat,adopted,more,jacki,
sponsor,yes,said,little,babies,her,because,would,johnny,like,asked,very,was,sparrow,
sparrow,jacki,the,movie,pirate,franchise,jack,character,his,has,creature,
