1,said come families 600 than More Pathan Wahed governor deputy have Gurbuz launched districts Tani people 2,000 province Afghanistan there operations military mostly Waziristan North Khost 
1,said requested We Pathan have government the assist to NGOs provide us to aid first shelter food them 
