1.txt,9.2,9.4,9.6,9.8,10,10.2,10.4,10.6,10.8,55.2,56.4,57.6,58.8,60,61.2,62.4,63.6,64.8,36.8,37.6,38.4,39.2,40,40.8,41.6,42.4,43.2
2.txt,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3.txt,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,12.6,13.2,13.8,14.4,15,15.6,16.2,16.8,17.4,10.5,11,11.5,12,12.5,13,13.5,14,14.5
4.txt,23.4,23.8,24.2,24.6,25,25.4,25.8,26.2,26.6,304.2,309.4,314.6,319.8,325,330.2,335.4,340.6,345.8,234,238,242,246,250,254,258,262,266
6.txt,3.4,3.8,4.2,4.6,5,5.4,5.8,6.2,6.6,27.2,30.4,33.6,36.8,40,43.2,46.4,49.6,52.8,17,19,21,23,25,27,29,31,33
7.txt,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,1,2,3,4,5,6,7,8,9,0.8,1.6,2.4,3.2,4,4.8,5.6,6.4,7.2
9.txt,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,18.3,18.6,18.9,19.2,19.5,19.8,20.1,20.4,20.7,18.3,18.6,18.9,19.2,19.5,19.8,20.1,20.4,20.7
10.txt,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,6.3,6.6,6.9,7.2,7.5,7.8,8.1,8.4,8.7,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8
12.txt,33.3,33.6,33.9,34.2,34.5,34.8,35.1,35.4,35.7,266.4,268.8,271.2,273.6,276,278.4,280.8,283.2,285.6,233.1,235.2,237.3,239.4,241.5,243.6,245.7,247.8,249.9
15.txt,11.5,12,12.5,13,13.5,14,14.5,15,15.5,92,96,100,104,108,112,116,120,124,69,72,75,78,81,84,87,90,93
18.txt,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,24.4,24.8,25.2,25.6,26,26.4,26.8,27.2,27.6,30.5,31,31.5,32,32.5,33,33.5,34,34.5
22.txt,5.6,6.2,6.8,7.4,8,8.6,9.2,9.8,10.4,44.8,49.6,54.4,59.2,64,68.8,73.6,78.4,83.2,11.2,12.4,13.6,14.8,16,17.2,18.4,19.6,20.8
24.txt,19.2,19.4,19.6,19.8,20,20.2,20.4,20.6,20.8,96,97,98,99,100,101,102,103,104,76.8,77.6,78.4,79.2,80,80.8,81.6,82.4,83.2
25.txt,9.7,10.4,11.1,11.8,12.5,13.2,13.9,14.6,15.3,97,104,111,118,125,132,139,146,153,38.8,41.6,44.4,47.2,50,52.8,55.6,58.4,61.2
27.txt,18.8,19.6,20.4,21.2,22,22.8,23.6,24.4,25.2,225.6,235.2,244.8,254.4,264,273.6,283.2,292.8,302.4,112.8,117.6,122.4,127.2,132,136.8,141.6,146.4,151.2
29.txt,28,29,30,31,32,33,34,35,36,308,319,330,341,352,363,374,385,396,28,29,30,31,32,33,34,35,36
30.txt,15.9,16.8,17.7,18.6,19.5,20.4,21.3,22.2,23.1,174.9,184.8,194.7,204.6,214.5,224.4,234.3,244.2,254.1,63.6,67.2,70.8,74.4,78,81.6,85.2,88.8,92.4
33.txt,6.4,6.8,7.2,7.6,8,8.4,8.8,9.2,9.6,32,34,36,38,40,42,44,46,48,6.4,6.8,7.2,7.6,8,8.4,8.8,9.2,9.6
34.txt,15.9,16.8,17.7,18.6,19.5,20.4,21.3,22.2,23.1,174.9,184.8,194.7,204.6,214.5,224.4,234.3,244.2,254.1,63.6,67.2,70.8,74.4,78,81.6,85.2,88.8,92.4
35.txt,5.8,6.6,7.4,8.2,9,9.8,10.6,11.4,12.2,52.2,59.4,66.6,73.8,81,88.2,95.4,102.6,109.8,5.8,6.6,7.4,8.2,9,9.8,10.6,11.4,12.2
39.txt,3.8,4.6,5.4,6.2,7,7.8,8.6,9.4,10.2,30.4,36.8,43.2,49.6,56,62.4,68.8,75.2,81.6,3.8,4.6,5.4,6.2,7,7.8,8.6,9.4,10.2
40.txt,13.7,14.4,15.1,15.8,16.5,17.2,17.9,18.6,19.3,109.6,115.2,120.8,126.4,132,137.6,143.2,148.8,154.4,41.1,43.2,45.3,47.4,49.5,51.6,53.7,55.8,57.9
42.txt,17.2,17.4,17.6,17.8,18,18.2,18.4,18.6,18.8,120.4,121.8,123.2,124.6,126,127.4,128.8,130.2,131.6,120.4,121.8,123.2,124.6,126,127.4,128.8,130.2,131.6
44.txt,8.7,9.4,10.1,10.8,11.5,12.2,12.9,13.6,14.3,78.3,84.6,90.9,97.2,103.5,109.8,116.1,122.4,128.7,17.4,18.8,20.2,21.6,23,24.4,25.8,27.2,28.6
45.txt,7.8,7.6,7.4,7.2,7,6.8,6.6,6.4,6.2,39,38,37,36,35,34,33,32,31,62.4,60.8,59.2,57.6,56,54.4,52.8,51.2,49.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.txt,96,97,98,99,100,101,102,103,104,,,,,,,,,,,,,,,,,,
9.txt,18.3,18.6,18.9,19.2,19.5,19.8,20.1,20.4,20.7,,,,,,,,,,,,,,,,,,
4.txt,304.2,309.4,314.6,319.8,325,330.2,335.4,340.6,345.8,,,,,,,,,,,,,,,,,,
29.txt,308,319,330,341,352,363,374,385,396,,,,,,,,,,,,,,,,,,
40.txt,109.6,115.2,120.8,126.4,132,137.6,143.2,148.8,154.4,,,,,,,,,,,,,,,,,,
33.txt,32,34,36,38,40,42,44,46,48,,,,,,,,,,,,,,,,,,
3.txt,12.6,13.2,13.8,14.4,15,15.6,16.2,16.8,17.4,,,,,,,,,,,,,,,,,,
42.txt,120.4,121.8,123.2,124.6,126,127.4,128.8,130.2,131.6,,,,,,,,,,,,,,,,,,
25.txt,97,104,111,118,125,132,139,146,153,,,,,,,,,,,,,,,,,,
