3.txt,18.07561703,3.txt,16.44792445,3.txt,15.65546907,3.txt,13.73268134,3.txt,11.44975307,3.txt,7.728137364,3.txt,7.042370291,3.txt,7.042370291,3.txt,5.848868786
4.txt,15.22565488,4.txt,13.93700516,4.txt,9.592060033,4.txt,6.717436632,4.txt,6.183069205,4.txt,5.161417957,4.txt,4.755952849,4.txt,3.790871953,4.txt,3.742669851
5.txt,3.536177879,5.txt,4.085555349,5.txt,3.570264186,5.txt,3.46490367,5.txt,2.954078046,5.txt,2.548612938,5.txt,2.14314783,5.txt,1.758473492,5.txt,1.758473492
7.txt,21.59707075,7.txt,18.99327853,7.txt,17.10991326,7.txt,14.68931907,7.txt,11.56845697,7.txt,9.744526266,7.txt,7.403053552,7.txt,6.269554005,7.txt,6.018403111
11.txt,15.7494103,11.txt,15.66002201,11.txt,13.68080824,11.txt,10.99439085,11.txt,10.40660418,11.txt,8.997870398,11.txt,8.108111228,11.txt,5.954946641,11.txt,5.122720309
12.txt,11.75177975,12.txt,11.40166654,12.txt,10.41871739,12.txt,8.421351986,12.txt,8.780297078,12.txt,7.187516043,12.txt,6.043888018,12.txt,4.716267058,12.txt,3.474725408
13.txt,6.102968572,13.txt,4.718425744,13.txt,3.749384447,13.txt,3.189768659,13.txt,3.590153316,13.txt,3.521160444,13.txt,3.050662866,13.txt,2.404496078,13.txt,2.800090487
17.txt,13.60006116,17.txt,10.47803494,17.txt,9.08955123,17.txt,6.110837962,17.txt,6.01224326,17.txt,4.781186264,17.txt,3.44439156,17.txt,1.581038438,17.txt,0.944461609
18.txt,13.01241584,18.txt,10.49564959,18.txt,8.383754308,18.txt,7.175246349,18.txt,7.092191591,18.txt,5.665891895,18.txt,3.291292185,18.txt,1.706830258,18.txt,1.601469743
19.txt,25.08842379,19.txt,24.37706817,19.txt,20.6035273,19.txt,17.67654305,19.txt,12.14646674,19.txt,8.49363416,19.txt,7.362404501,19.txt,3.837169072,19.txt,0.689569359
