2.txt,-8.224182261,2.txt,-7.582670197,2.txt,-7.739235336,2.txt,-6.151883302,2.txt,-4.955494742,2.txt,-3.585298676,2.txt,-2.614940723,2.txt,-2.576890993,2.txt,-1.629828602
4.txt,-5.463951061,4.txt,-4.876506218,4.txt,-4.927246035,4.txt,-4.038739203,4.txt,-2.960377848,4.txt,-1.821191468,4.txt,-1.233825767,4.txt,-1.049822124,4.txt,-0.600437782
7.txt,0.64033143,7.txt,0.566027079,7.txt,-0.392928515,7.txt,1.271049348,7.txt,2.399560486,7.txt,3.072067362,7.txt,3.492424985,7.txt,2.284166507,7.txt,3.217022256
8.txt,3.727421228,8.txt,1.832585292,8.txt,1.234848151,8.txt,1.447758207,8.txt,2.360518966,8.txt,0.528927054,8.txt,-0.716288709,8.txt,-2.184978851,8.txt,-1.863022489
9.txt,5.971960577,9.txt,3.812012251,9.txt,2.941153671,9.txt,2.806684797,9.txt,2.458450642,9.txt,2.078172963,9.txt,1.073882543,9.txt,0.986181068,9.txt,-0.770108222
10.txt,9.101736744,10.txt,8.494970174,10.txt,5.828810307,10.txt,6.210562638,10.txt,5.758240284,10.txt,3.609645387,10.txt,2.014234348,10.txt,1.747671559,10.txt,0.755652268
12.txt,-6.834524332,12.txt,-7.581907411,12.txt,-7.594474241,12.txt,-5.925878299,12.txt,-4.657826638,12.txt,-4.052032656,12.txt,-3.174139931,12.txt,-3.634909884,12.txt,-1.755391825
13.txt,-3.13055714,13.txt,-2.712075896,13.txt,-3.458761187,13.txt,-2.155902382,13.txt,-1.44609039,13.txt,-0.907809258,13.txt,-0.249530306,13.txt,0.31193905,13.txt,-0.202524264
14.txt,0.685925728,14.txt,0.665873272,14.txt,-0.003371059,14.txt,1.101554824,14.txt,0.138459136,14.txt,1.195826804,14.txt,0.650871697,14.txt,1.23441383,14.txt,0.851752211
15.txt,7.741382194,15.txt,6.071440544,15.txt,5.337209289,15.txt,5.008119575,15.txt,5.471555642,15.txt,6.026703109,15.txt,5.899003741,15.txt,5.213287059,15.txt,4.707245925
16.txt,6.505517287,16.txt,3.390847278,16.txt,2.055747909,16.txt,2.067853588,16.txt,1.01336162,16.txt,1.056205859,16.txt,-0.845887091,16.txt,-1.425034189,16.txt,-0.693147181
18.txt,8.92827827,18.txt,7.005238491,18.txt,5.252348892,18.txt,5.553936954,18.txt,5.718077183,18.txt,5.089047559,18.txt,3.003456273,18.txt,3.464422785,18.txt,2.823979668
19.txt,2.111213411,19.txt,1.216328192,19.txt,0.49285291,19.txt,1.980677127,19.txt,2.239398025,19.txt,1.32385889,19.txt,2.08171169,19.txt,1.584270356,19.txt,1.699050071
20.txt,7.348689421,20.txt,4.754623642,20.txt,3.526917356,20.txt,3.166061814,20.txt,3.737673401,20.txt,4.178729454,20.txt,4.143638505,20.txt,4.871513963,20.txt,5.06010603
