[0.txt],view,,polarity,,detail
1.txt,27.0,,6.677603344671956,,-1.6463188918054927
3.txt,16.0,,7.321595254773822,,-1.002967986406087
4.txt,25.0,,9.49137916618118,,1.3141408687878953
5.txt,13.0,,9.604964898777773,,-2.043088235914667
7.txt,11.0,,7.1783320941743485,,-0.7877796019095895
8.txt,13.0,,8.16776019931847,,-0.9698230609111478

[0.txt],view,,polarity,,detail
1.txt,27.0,,6.677603344671956,,-1.6463188918054927
3.txt,16.0,,7.321595254773822,,-1.002967986406087
4.txt,25.0,,9.49137916618118,,1.3141408687878953
5.txt,13.0,,9.604964898777773,,-2.043088235914667
7.txt,11.0,,7.1783320941743485,,-0.7877796019095895
8.txt,13.0,,8.16776019931847,,-0.9698230609111478

[1.txt],view,,polarity,,detail
0.txt,48.0,,6.677603344671956,,1.6463188918054927
3.txt,22.0,,1.9811433704727297,,0.47326185359958883
4.txt,34.0,,4.116054085227494,,2.6090618737554996
5.txt,15.0,,4.068654270265409,,-0.47921746906864265
7.txt,13.0,,1.589322099987304,,0.9481514485855903
8.txt,14.0,,2.521425362884607,,0.604957999186139

[1.txt],view,,polarity,,detail
0.txt,48.0,,6.677603344671956,,0.8231594459027464
3.txt,19.0,,4.651369312623276,,-0.26485306640324907
4.txt,29.5,,6.803716625704336,,1.9616013712716973
5.txt,14.0,,6.836809584521591,,-1.2611528524916549
7.txt,12.0,,4.383827097080826,,0.0801859233380004
8.txt,13.5,,5.344592781101539,,-0.18243253086250438

[5.txt],view,,polarity,,detail
0.txt,58.0,,9.604964898777773,,2.043088235914667
3.txt,30.0,,4.923616414305814,,1.175622873982441
4.txt,44.0,,7.034409932694404,,3.2896567935403884
1.txt,40.0,,4.068654270265409,,0.47921746906864265
7.txt,22.0,,4.48035325370634,,1.5364561893116264
8.txt,21.0,,5.542565884097808,,0.7964933958030009

[5.txt],view,,polarity,,detail
0.txt,51.333333333333336,,7.653390529373895,,1.22980237590672
3.txt,22.666666666666668,,4.742118346517455,,0.21530558039198097
4.txt,34.333333333333336,,6.880614394701024,,2.404286512027928
1.txt,40.0,,4.068654270265409,,-0.38903380757895006
7.txt,15.333333333333334,,4.416002482622664,,0.565609345329209
8.txt,16.0,,5.410583815433628,,0.14387611135933073

[4.txt],view,,polarity,,detail
0.txt,41.0,,9.49137916618118,,-1.3141408687878953
3.txt,10.0,,4.550562629451984,,-2.1325986847675926
5.txt,14.0,,7.034409932694404,,-3.2896567935403884
1.txt,29.0,,4.116054085227494,,-2.6090618737554996
7.txt,12.0,,4.5685458684820786,,-2.375770842778201
8.txt,16.0,,5.790747679268316,,-2.4578284870404725
