[0.txt],view,,polarity,,detail
1.txt,1.263157894736842,,0.1220832490919791,,-4.3206396057180365
2.txt,5.2105263157894735,,0.7517449136332798,,0.3984361349498975
3.txt,1.5789473684210527,,0.49364924776880004,,-5.205476907233864
4.txt,1.6842105263157894,,0.44736129925788604,,-5.868878785685534
6.txt,0.0,,0.11869985186269195,,-3.9855442082773265
7.txt,1.263157894736842,,0.3218594516066057,,-8.056935859177955
8.txt,1.4736842105263157,,0.36921577237023795,,-3.048578338095364
12.txt,0.0,,0.4811585757120171,,-5.034982498859439
14.txt,1.1052631578947367,,0.29589365024213193,,-7.701111924077141
15.txt,4.052631578947368,,0.9549116664018328,,-5.243951587033748
17.txt,6.842105263157895,,0.9878905356123441,,-5.129443088654798
18.txt,0.9473684210526315,,0.3948333789401644,,-5.10548929541398
20.txt,4.263157894736842,,0.4289878717970174,,-6.794247967578992
21.txt,1.263157894736842,,0.4792306067924489,,-5.927272882256843
22.txt,5.684210526315789,,0.6600529876249703,,-4.630233350537942

[0.txt],view,,polarity,,detail
1.txt,1.263157894736842,,0.1220832490919791,,-4.3206396057180365
2.txt,5.2105263157894735,,0.7517449136332798,,0.3984361349498975
3.txt,1.5789473684210527,,0.49364924776880004,,-5.205476907233864
4.txt,1.6842105263157894,,0.44736129925788604,,-5.868878785685534
6.txt,0.0,,0.11869985186269195,,-3.9855442082773265
7.txt,1.263157894736842,,0.3218594516066057,,-8.056935859177955
8.txt,1.4736842105263157,,0.36921577237023795,,-3.048578338095364
12.txt,0.0,,0.4811585757120171,,-5.034982498859439
14.txt,1.1052631578947367,,0.29589365024213193,,-7.701111924077141
15.txt,4.052631578947368,,0.9549116664018328,,-5.243951587033748
17.txt,6.842105263157895,,0.9878905356123441,,-5.129443088654798
18.txt,0.9473684210526315,,0.3948333789401644,,-5.10548929541398
20.txt,4.263157894736842,,0.4289878717970174,,-6.794247967578992
21.txt,1.263157894736842,,0.4792306067924489,,-5.927272882256843
22.txt,5.684210526315789,,0.6600529876249703,,-4.630233350537942

[2.txt],view,,polarity,,detail
1.txt,2.526315789473684,,0.1477828766976611,,-6.253301974018361
0.txt,5.263157894736842,,0.4510469481799678,,-0.3984361349498975
3.txt,1.894736842105263,,0.6771652588477309,,-6.728348941279968
4.txt,2.1052631578947367,,0.6254886534514998,,-7.845815084806599
6.txt,2.8421052631578947,,0.2394342979679071,,-5.464027642869299
7.txt,0.8421052631578947,,0.6358722271047201,,-10.41563191984524
8.txt,2.5789473684210527,,0.38395279395476434,,-4.136718603963102
12.txt,1.263157894736842,,0.34784173896905274,,-7.073800748134063
14.txt,2.2105263157894735,,0.2227851413044806,,-9.377984530510902
15.txt,6.368421052631579,,0.4345611133786985,,-6.427093012584861
17.txt,6.842105263157895,,1.1262089810751126,,-7.011799160966229
18.txt,1.5789473684210527,,0.38898842957051744,,-7.346083418658138
20.txt,3.789473684210526,,0.716935247166665,,-8.899702218693138
21.txt,1.6842105263157894,,0.5840162716401684,,-8.161082098341431
22.txt,6.947368421052631,,0.6059678152745347,,-6.2315144894056305

[2.txt],view,,polarity,,detail
1.txt,1.894736842105263,,0.1349330628948201,,-5.286970789868199
0.txt,5.263157894736842,,0.4510469481799678,,-0.19921806747494875
3.txt,1.736842105263158,,0.5854072533082655,,-5.966912924256916
4.txt,1.894736842105263,,0.5364249763546929,,-6.857346935246067
6.txt,1.4210526315789473,,0.17906707491529952,,-4.724785925573313
7.txt,1.0526315789473684,,0.4788658393556629,,-9.236283889511597
8.txt,2.026315789473684,,0.37658428316250114,,-3.592648471029233
