7,stretches TERRILL MARK Atlanta THE ASSOCIATED standout a attempt an J. PRESS Freeman baseman former El Modena High force to Freddie out Rollins Dodgers the inning the Jimmy base first first game night Tuesday Stadium Dodger 
8,launches homers A-Gon gets 1,000 A-Gon th homer records 1,000 to left recording RBI the had struggled While RBI ATL@LAD: RBI th 1,000 th career his Freeman first day a Braves the hit to 5_26_15 drills Adrian Major League night Tough baseman Freddie rough particularly plate the entire lineup Gonzalez run a two-run home 
