the,game,simulated,tigers,verlander,next,start,detroit,justin,rehab,early,week,success,was,farm,system,move,expected,fine,looks,
the,his,way,first,season,been,was,closer,spring,most,wisdom,outing,second,verlander,what,big-league,injury,extended,time,missing,
the,that,right,triceps,going,how,throwing,arm,great,tomorrow,feel,very,strain,season,his,justin,oakland,surgery,required,hernia,
innings,teammates,one,eight,out,times,striking,two,hits,walk,allowed,while,was,pitched,limit,reaching,tyler,collins,bryan,hernan,
his,could,n_t,pitches,first,was,were,lobby,more,repertoire,start,make,all,rehab,four,throwing,january,power-pitching,occasional,inconsistency,
