the,has,researchers,science,nine,were,europa,moon,planetary,will,institute,studying,nasa,last,year,proposed,devices,jupiter,instrumentation,just,
mission,the,directorate,associate,administrator,john,grunsfeld,galileo,life,find,new,quest,mysteries,these,this,unravel,potential,earth,our,evidence,
the,our,planet,could,europa,water,moon,have,home,day,present,look,solar,system,best,life,earth,own,size,twice,
the,jupiter,life,search,europa,send,evidence,its,ice-covered,instruments,cameras,one,moons,key,curt,devices,choosing,step,scientist,forward,
the,will,europa,mission,planned,three-year,kilometers,period,that,jupiter,moon,icy,orbits,multiple,fly-bys,promising,extra-terrestrial,considered,on-board,fly,
the,europa,planet,our,moon,earth,water,size,could,galileo,home,day,present,look,solar,system,best,life,own,twice,
the,mission,science,directorate,associate,administrator,grunsfeld,life,find,new,quest,mysteries,these,this,unravel,potential,john,earth,our,evidence,
the,search,jupiter,life,europa,send,moon,instruments,largest,one,moons,key,choosing,step,scientist,could,evidence,its,forward,ice-covered,
the,will,jupiter,mission,europa,that,moon,planned,three-year,kilometers,period,planetary,institute,studying,researchers,science,has,icy,orbits,multiple,
nine,were,the,proposals,last,year,researchers,proposed,devices,europa,instrumentation,just,thirty-three,made,fly,surface,high-resolution,images,spectrometers,selected,
