search,versatile,will,confident,our,giant,choosing,step,
the,largest,one,life,jupiter,moons,key,step,europa,search,was,devices,send,choosing,scientist,
this,much-anticipated,could,our,science,instruments,celestial,mission,exciting,backyard,produce,that,scientist,
that,celestial,own,set,oases,life,the,science,instruments,mission,discoveries,will,our,giant,program,europa,curt,was,send,scientist,
support,backyard,our,program,europa,search,curt,scientist,versatile,own,mission,exciting,discoveries,could,produce,that,oases,confident,giant,this,
