
fiscal,seven,another,missions,funded,two,opportunities,certification,allow,same,hearing,compete,lee,launch,spacex,would,that,the,deborah,
the,air,force,important,secretary,defense,department,very,james,deborah,this,pentagon,milestone,said,commercial,
launch,the,almost,decade,time,services,compete,opportunity,emergence,provider,spacex,first,commercial,viable,statement,force,james,secretary,deborah,added,
the,launch,military,resiliency,improve,down,drive,help,spacex,would,ultimately,will,competition,noting,alternate,cost,vehicle,investment,first,u.s,
